uniprot_id,name,length,organism,in_alphafold,downloaded
A0A023M8R5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,72,Dolichospermum flos-aquae CHAB1652,True,True
A0A023NBQ8,Ribulose bisphosphate carboxylase large chain,428,Isopterygiopsis muelleriana,True,True
A0A023NBQ9,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium denticulatum,True,True
A0A023NBR0,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium laetum,True,True
A0A023NBR1,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium nemorale,True,True
A0A023NBR2,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium succulentum,True,True
A0A023NBR8,Ribulose bisphosphate carboxylase large chain,428,Herzogiella seligeri,True,True
A0A023NBS1,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium curvifolium,True,True
A0A023NBS3,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium handelii,True,True
A0A023NBS7,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium succulentum,True,True
A0A023NBW3,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium euryphyllum,True,True
A0A023NBW7,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium ruthei,True,True
A0A023NBX0,Ribulose bisphosphate carboxylase large chain,428,Taxiphyllum sp. Long 33614,True,True
A0A023NC50,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium cavifolium,True,True
A0A023NC54,Ribulose bisphosphate carboxylase large chain,428,Buckiella draytonii,True,True
A0A023NC58,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium neckeroideum,True,True
A0A023NC59,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium platyphyllum,True,True
A0A023NC62,Ribulose bisphosphate carboxylase large chain,427,Pseudotaxiphyllum elegans,True,True
A0A023NCE9,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium denticulatum var. obtusifolium,True,True
A0A023NCF0,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium latebricola,True,True
A0A023NCF1,Ribulose bisphosphate carboxylase large chain,428,Plagiothecium piliferum,True,True
A0A023NCF2,Ribulose bisphosphate carboxylase large chain,428,Buckiella undulata,True,True
A0A023NCU6,Ribulose bisphosphate carboxylase large chain,298,Sheathia involuta,True,True
A0A023NCU9,Ribulose bisphosphate carboxylase large chain,265,Sheathia boryana,True,True
A0A023NCV5,Ribulose bisphosphate carboxylase large chain,235,Sheathia boryana,True,True
A0A023ND66,Ribulose bisphosphate carboxylase large chain,236,Sheathia involuta,True,True
A0A023ND69,Ribulose bisphosphate carboxylase large chain,216,Sheathia boryana,False,False
A0A023ND92,Ribulose bisphosphate carboxylase large chain,295,Sheathia involuta,True,True
A0A023ND97,Ribulose bisphosphate carboxylase large chain,254,Sheathia boryana,True,True
A0A023NDT4,Ribulose bisphosphate carboxylase large chain,243,Sheathia involuta,True,True
A0A023NDT9,Ribulose bisphosphate carboxylase large chain,312,Sheathia boryana,True,True
A0A023NEB5,Ribulose bisphosphate carboxylase large chain,249,Sheathia involuta,True,True
A0A023NEC0,Ribulose bisphosphate carboxylase large chain,256,Sheathia boryana,True,True
A0A023NKG2,Ribulose bisphosphate carboxylase large chain,432,Amphora affinis,True,True
A0A023NKG7,Ribulose bisphosphate carboxylase large chain,432,Amphora copulata,True,True
A0A023NKH2,Ribulose bisphosphate carboxylase large chain,432,Amphora laevissima,True,True
A0A023NKH6,Ribulose bisphosphate carboxylase large chain,432,Amphora proteus,True,True
A0A023NKI0,Ribulose bisphosphate carboxylase large chain,432,Amphora sublaevis,True,True
A0A023NKS7,Ribulose bisphosphate carboxylase large chain,432,Amphora caribaea,True,True
A0A023NKT1,Ribulose bisphosphate carboxylase large chain,432,Amphora indistincta,True,True
A0A023NKT6,Ribulose bisphosphate carboxylase large chain,432,Amphora pediculus,True,True
A0A023NKU1,Ribulose bisphosphate carboxylase large chain,432,Amphora sublaevis,True,True
A0A023NKU4,Ribulose bisphosphate carboxylase large chain,432,Halamphora coffeaeformis,True,True
A0A023NKU9,Ribulose bisphosphate carboxylase large chain,432,Halamphora cf. veneta,True,True
A0A023NL52,Ribulose bisphosphate carboxylase large chain,432,Amphora beaufortiana,True,True
A0A023NL56,Ribulose bisphosphate carboxylase large chain,432,Amphora hyalina,True,True
A0A023NL60,Ribulose bisphosphate carboxylase large chain,429,Amphora ovalis,True,True
A0A023NL65,Ribulose bisphosphate carboxylase large chain,432,Amphora cf. semperpalorum,True,True
A0A023NL69,Ribulose bisphosphate carboxylase large chain,432,Amphora waldeniana,True,True
A0A023NL71,Ribulose bisphosphate carboxylase large chain,432,Halamphora veneta,True,True
A0A023NLR6,Ribulose bisphosphate carboxylase large chain,432,Amphora hyalina,True,True
A0A023NLR8,Ribulose bisphosphate carboxylase large chain,432,Amphora obtusa var. crassa,True,True
A0A023NLS0,Ribulose bisphosphate carboxylase large chain,432,Halamphora semperpalorum,True,True
A0A023NLS3,Ribulose bisphosphate carboxylase large chain,432,Tetramphora sulcata,True,True
A0A023NLS6,Ribulose bisphosphate carboxylase large chain,432,Halamphora oligotraphenta,True,True
A0A023NLZ4,Ribulose bisphosphate carboxylase large chain,432,Amphora abludens,True,True
A0A023NLZ5,Ribulose bisphosphate carboxylase large chain,432,Amphora graeffeana,True,True
A0A023NLZ7,Ribulose bisphosphate carboxylase large chain,432,Amphora lineolata,True,True
A0A023NLZ9,Ribulose bisphosphate carboxylase large chain,432,Tetramphora securicula,True,True
A0A023NM01,Ribulose bisphosphate carboxylase large chain,432,Halamphora subtropica,True,True
A0A023NM03,Ribulose bisphosphate carboxylase large chain,432,Halamphora coloradiana,False,False
A0A023PKS2,Ribulose bisphosphate carboxylase large chain,487,Microchloropsis salina,True,True
A0A023PML4,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. 2 ADSD-2014,True,True
A0A023PN58,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. 1 ADSD-2014,True,True
A0A023PN67,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. 4a ADSD-2014,True,True
A0A023PNN7,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. 4b ADSD-2014,True,True
A0A023PP48,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. OUT1_JO_ANAPTYCHIA3,True,True
A0A023PPD9,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. 3 ADSD-2014,True,True
A0A023PPE7,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. 4c ADSD-2014,True,True
A0A023PPF0,Ribulose bisphosphate carboxylase large chain,146,Trebouxia sp. OUT2_JO_ANAPTYCHIA9,True,True
A0A023PXC5,Ribulose bisphosphate carboxylase large chain,172,Campanula alpina,True,True
A0A023PY88,Ribulose bisphosphate carboxylase large chain,172,Campanula alpina subsp. orbelica,True,True
A0A023Q1G8,Ribulose bisphosphate carboxylase large chain,369,Campanula apennina,False,False
A0A023Q1H3,Ribulose bisphosphate carboxylase large chain,355,Campanula bertolae,True,True
A0A023Q1H7,Ribulose bisphosphate carboxylase large chain,368,Campanula martinii,False,False
A0A023Q1I1,Ribulose bisphosphate carboxylase large chain,381,Campanula cochleariifolia,True,True
A0A023Q1I7,Ribulose bisphosphate carboxylase large chain,382,Campanula forsythii,True,True
A0A023Q1J1,Ribulose bisphosphate carboxylase large chain,383,Campanula marchesettii,True,True
A0A023Q1J6,Ribulose bisphosphate carboxylase large chain,362,Campanula rapunculus,True,True
A0A023Q1K1,Ribulose bisphosphate carboxylase large chain,381,Campanula cf. spatulata AAC-2014,True,True
A0A023Q1K4,Ribulose bisphosphate carboxylase large chain,364,Campanula witasekiana,True,True
A0A023Q1L0,Ribulose bisphosphate carboxylase large chain,375,Campanula barbata,True,True
A0A023Q1L3,Ribulose bisphosphate carboxylase large chain,381,Campanula martinii,True,True
A0A023Q1L6,Ribulose bisphosphate carboxylase large chain,377,Campanula caespitosa,True,True
A0A023Q1M1,Ribulose bisphosphate carboxylase large chain,193,Campanula drabifolia,True,True
A0A023Q1M5,Ribulose bisphosphate carboxylase large chain,382,Campanula glomerata,True,True
A0A023Q1M8,Ribulose bisphosphate carboxylase large chain,326,Campanula marchesettii,True,True
A0A023Q1N1,Ribulose bisphosphate carboxylase large chain,382,Campanula rhomboidalis,True,True
A0A023Q1N5,Ribulose bisphosphate carboxylase large chain,380,Campanula spicata,True,True
A0A023Q1N9,Ribulose bisphosphate carboxylase large chain,392,Edraianthus graminifolius,True,True
A0A023Q2G1,Ribulose bisphosphate carboxylase large chain,379,Campanula alpestris,True,True
A0A023Q2G6,Ribulose bisphosphate carboxylase large chain,381,Campanula bertolae,True,True
A0A023Q2H4,Ribulose bisphosphate carboxylase large chain,380,Campanula cenisia,True,True
A0A023Q2H8,Ribulose bisphosphate carboxylase large chain,371,Campanula foliosa,True,True
A0A023Q2I2,Ribulose bisphosphate carboxylase large chain,253,Campanula macrostachya,True,True
A0A023Q2I7,Ribulose bisphosphate carboxylase large chain,297,Campanula portenschlagiana,False,False
A0A023Q2J1,Ribulose bisphosphate carboxylase large chain,369,Campanula sibirica,True,True
A0A023Q2J6,Ribulose bisphosphate carboxylase large chain,377,Campanula versicolor,True,True
A0A023Q3B0,Ribulose bisphosphate carboxylase large chain,362,Campanula bertolae,True,True
A0A023Q3B5,Ribulose bisphosphate carboxylase large chain,382,Campanula martinii,True,True
A0A023Q3C0,Ribulose bisphosphate carboxylase large chain,377,Campanula carnica,True,True
A0A023Q3C4,Ribulose bisphosphate carboxylase large chain,382,Campanula elatinoides,True,True
A0A023Q3D0,Ribulose bisphosphate carboxylase large chain,392,Campanula lactiflora,True,True
A0A023Q3D3,Ribulose bisphosphate carboxylase large chain,376,Campanula patula,True,True
A0A023Q3D9,Ribulose bisphosphate carboxylase large chain,382,Campanula sabatia,True,True
A0A023Q3E4,Ribulose bisphosphate carboxylase large chain,378,Campanula stenocodon,True,True
A0A023Q3F6,Ribulose bisphosphate carboxylase large chain,392,Campanula carpatha,False,False
A0A023Q3G1,Ribulose bisphosphate carboxylase large chain,376,Campanula bertolae,True,True
A0A023Q3G5,Ribulose bisphosphate carboxylase large chain,375,Campanula martinii,True,True
A0A023Q3H2,Ribulose bisphosphate carboxylase large chain,376,Campanula cf. carnica AAC-2014,True,True
A0A023Q3H5,Ribulose bisphosphate carboxylase large chain,358,Campanula excisa,True,True
A0A023Q3I0,Ribulose bisphosphate carboxylase large chain,380,Campanula macrorhiza,True,True
A0A023Q3I5,Ribulose bisphosphate carboxylase large chain,380,Campanula petraea,True,True
A0A023Q3J0,Ribulose bisphosphate carboxylase large chain,382,Campanula scheuchzeri,True,True
A0A023Q3J5,Ribulose bisphosphate carboxylase large chain,378,Campanula thyrsoides,True,True
A0A023SEY9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SSM355 cyanobiont',True,True
A0A023SF03,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera monticola (SSM353) cyanobiont',True,True
A0A023SF27,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SSM344 cyanobiont',True,True
A0A023SF33,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera membranacea (SSM335) cyanobiont',True,True
A0A023SF40,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SW331 cyanobiont',True,True
A0A023SFY4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera monticola (SSM338) cyanobiont',True,True
A0A023SG22,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera rufescens (SSM337) cyanobiont',True,True
A0A023SG29,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SW329 cyanobiont',True,True
A0A023SGJ1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,81,Nostoc sp. 'Peltigera sp. SSM348b cyanobiont',True,True
A0A023SGK6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera neorufescens cyanobiont',True,True
A0A023SGP2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera neckeri (SSM351) cyanobiont',True,True
A0A023SGQ0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera praetextata (SSM343) cyanobiont',True,True
A0A023SHD7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SSM348a cyanobiont',True,True
A0A023SHF0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera monticola (SSM334) cyanobiont',True,True
A0A023SHH9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera neckeri (SSM352) cyanobiont',True,True
A0A023SHJ0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera praetextata (SSM342) cyanobiont',True,True
A0A023SHJ8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SW332 cyanobiont',True,True
A0A023SHM7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera monticola (SSM339) cyanobiont',True,True
A0A023SHS3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera canina (SSM340) cyanobiont',True,True
A0A023SHT3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,82,Nostoc sp. 'Peltigera sp. SW330 cyanobiont',True,True
A0A023SY17,Ribulose bisphosphate carboxylase large chain,475,Chrysobalanus icaco,True,True
A0A023SYL4,Ribulose bisphosphate carboxylase large chain,475,Cyanophora tetracyanea,True,True
A0A023SZC4,Ribulose bisphosphate carboxylase large chain,475,Hirtella physophora,True,True
A0A023SZL6,Ribulose bisphosphate carboxylase large chain,475,Couepia guianensis,True,True
A0A023SZZ9,Ribulose bisphosphate carboxylase large chain,475,Cyanophora paradoxa,True,True
A0A023T032,Ribulose bisphosphate carboxylase large chain,475,Hirtella racemosa,True,True
A0A023T0H1,Ribulose bisphosphate carboxylase large chain,475,Cyanophora biloba,True,True
A0A023T0H2,Ribulose bisphosphate carboxylase large chain,475,Licania alba,True,True
A0A023T133,Ribulose bisphosphate carboxylase large chain,475,Hymenopus heteromorphus,True,True
A0A023T198,Ribulose bisphosphate carboxylase large chain,475,Leptobalanus sprucei,True,True
A0A023T280,Ribulose bisphosphate carboxylase large chain,475,Parinari campestris,True,True
A0A023T420,Ribulose bisphosphate carboxylase large chain,184,Platanus orientalis,True,True
A0A023T626,Ribulose bisphosphate carboxylase large chain,207,Cestrum diurnum,True,True
A0A023U9E6,Ribulose bisphosphate carboxylase large chain,307,Amomum pterocarpum,True,True
A0A023U9I1,Ribulose bisphosphate carboxylase large chain,307,Hedychium flavescens,True,True
A0A023U9I9,Ribulose bisphosphate carboxylase large chain,307,Kaempferia rotunda,True,True
A0A023U9U3,Ribulose bisphosphate carboxylase large chain,307,Alpinia galanga,True,True
A0A023U9W8,Ribulose bisphosphate carboxylase large chain,307,Curcuma amada,True,True
A0A023U9Y7,Ribulose bisphosphate carboxylase large chain,307,Globba schomburgkii,True,True
A0A023UA12,Ribulose bisphosphate carboxylase large chain,307,Zingiber odoriferum,True,True
A0A023UAK5,Ribulose bisphosphate carboxylase large chain,307,Alpinia malaccensis,True,True
A0A023UAS8,Ribulose bisphosphate carboxylase large chain,307,Zingiber parishii,True,True
A0A023UBA2,Ribulose bisphosphate carboxylase large chain,307,Meistera ghatica,True,True
A0A023UBC3,Ribulose bisphosphate carboxylase large chain,307,Curcuma longa,True,True
A0A023UBE1,Ribulose bisphosphate carboxylase large chain,307,Hedychium coronarium,True,True
A0A023UBF3,Ribulose bisphosphate carboxylase large chain,307,Zingiber nimmonii,True,True
